south_asian	1989	0.003	0.001	0.005
south_asian	1990	0.006	0.003	0.010
south_asian	1991	0.005	0.002	0.010
south_asian	1992	0.007	0.003	0.013
south_asian	1993	0.012	0.007	0.018
south_asian	1994	0.008	0.004	0.013
south_asian	1995	0.008	0.003	0.016
south_asian	1996	0.006	0.003	0.011
south_asian	1997	0.007	0.003	0.011
south_asian	1998	0.006	0.003	0.009
south_asian	1999	0.010	0.005	0.015
south_asian	2000	0.005	0.003	0.008
south_asian	2001	0.010	0.005	0.017
south_asian	2002	0.012	0.006	0.019
south_asian	2003	0.008	0.005	0.012
south_asian	2004	0.006	0.003	0.010
south_asian	2005	0.007	0.003	0.011
south_asian	2006	0.009	0.005	0.015
south_asian	2007	0.015	0.008	0.025
south_asian	2008	0.011	0.006	0.019
south_asian	2009	0.024	0.006	0.059
south_asian	2010	0.015	0.006	0.031
south_asian	2011	0.014	0.006	0.025
south_asian	2012	0.024	0.007	0.065
south_asian	2013	0.010	0.006	0.015
south_asian	2014	0.016	0.008	0.026
south_asian	2015	0.008	0.005	0.013
south_asian	2016	0.034	0.010	0.085
south_asian	2017	0.032	0.015	0.063
south_asian	2018	0.026	0.016	0.037
south_asian	2019	0.038	0.016	0.064
south_asian	2020	0.026	0.014	0.048
south_asian	2021	0.042	0.025	0.067
south_asian	2022	0.027	0.015	0.040
white	1980	0.915	0.881	0.941
white	1981	0.928	0.879	0.959
white	1982	0.910	0.865	0.943
white	1983	0.909	0.874	0.938
white	1984	0.868	0.810	0.910
white	1985	0.873	0.828	0.910
white	1986	0.835	0.768	0.896
white	1987	0.870	0.823	0.911
white	1988	0.873	0.806	0.919
white	1989	0.880	0.816	0.926
white	1990	0.872	0.819	0.916
white	1991	0.879	0.817	0.922
white	1992	0.831	0.762	0.889
white	1993	0.816	0.754	0.877
white	1994	0.861	0.808	0.897
white	1995	0.853	0.805	0.895
white	1996	0.811	0.728	0.879
white	1997	0.876	0.822	0.916
white	1998	0.831	0.760	0.891
white	1999	0.889	0.837	0.929
white	2000	0.791	0.712	0.857
white	2001	0.822	0.749	0.882
white	2002	0.820	0.751	0.877
white	2003	0.816	0.761	0.868
white	2004	0.840	0.771	0.900
white	2005	0.823	0.748	0.886
white	2006	0.832	0.759	0.892
white	2007	0.731	0.634	0.817
white	2008	0.859	0.809	0.902
white	2009	0.840	0.770	0.896
white	2010	0.854	0.791	0.903
white	2011	0.898	0.868	0.924
white	2012	0.846	0.787	0.900
white	2013	0.830	0.764	0.876
white	2014	0.837	0.778	0.887
white	2015	0.794	0.727	0.857
white	2016	0.800	0.719	0.867
white	2017	0.765	0.706	0.820
white	2018	0.738	0.668	0.802
white	2019	0.693	0.623	0.757
white	2020	0.771	0.704	0.840
white	2021	0.689	0.615	0.755
white	2022	0.713	0.626	0.784
men	1980	0.713	0.652	0.763
men	1981	0.735	0.693	0.775
men	1982	0.776	0.731	0.819
men	1983	0.724	0.678	0.774
men	1984	0.748	0.702	0.787
men	1985	0.752	0.699	0.796
men	1986	0.711	0.661	0.761
men	1987	0.747	0.697	0.791
men	1988	0.755	0.701	0.803
men	1989	0.761	0.700	0.811
men	1990	0.753	0.703	0.799
men	1991	0.707	0.661	0.755
men	1992	0.703	0.646	0.754
men	1993	0.721	0.666	0.771
men	1994	0.772	0.743	0.799
men	1995	0.724	0.672	0.771
men	1996	0.695	0.636	0.744
men	1997	0.719	0.678	0.759
men	1998	0.681	0.625	0.736
men	1999	0.702	0.658	0.751
men	2000	0.711	0.658	0.761
men	2001	0.698	0.642	0.753
men	2002	0.745	0.696	0.786
men	2003	0.712	0.656	0.762
men	2004	0.693	0.642	0.741
men	2005	0.686	0.637	0.733
men	2006	0.721	0.677	0.765
men	2007	0.715	0.659	0.766
men	2008	0.671	0.621	0.719
men	2009	0.699	0.645	0.748
men	2010	0.683	0.628	0.731
men	2011	0.712	0.654	0.759
men	2012	0.748	0.705	0.789
men	2013	0.727	0.676	0.775
men	2014	0.708	0.647	0.765
men	2015	0.681	0.628	0.735
men	2016	0.623	0.561	0.683
men	2017	0.649	0.585	0.706
men	2018	0.607	0.553	0.657
men	2019	0.627	0.569	0.684
men	2020	0.572	0.506	0.638
men	2021	0.633	0.583	0.675
men	2022	0.618	0.552	0.671
women	1980	0.290	0.238	0.354
women	1981	0.267	0.224	0.309
women	1982	0.222	0.179	0.269
women	1983	0.275	0.223	0.324
women	1984	0.253	0.211	0.299
women	1985	0.251	0.206	0.302
women	1986	0.290	0.239	0.341
women	1987	0.254	0.205	0.303
women	1988	0.243	0.193	0.300
women	1989	0.239	0.183	0.305
women	1990	0.247	0.202	0.299
women	1991	0.292	0.246	0.337
women	1992	0.297	0.245	0.354
women	1993	0.282	0.229	0.335
women	1994	0.228	0.202	0.258
women	1995	0.276	0.225	0.325
women	1996	0.304	0.254	0.368
women	1997	0.281	0.242	0.322
women	1998	0.317	0.267	0.379
women	1999	0.296	0.254	0.343
women	2000	0.290	0.239	0.343
women	2001	0.302	0.249	0.356
women	2002	0.258	0.214	0.305
women	2003	0.290	0.242	0.340
women	2004	0.308	0.260	0.355
women	2005	0.313	0.269	0.365
women	2006	0.277	0.236	0.321
women	2007	0.281	0.232	0.337
women	2008	0.328	0.281	0.383
women	2009	0.301	0.250	0.353
women	2010	0.316	0.266	0.370
women	2011	0.287	0.241	0.344
women	2012	0.251	0.211	0.294
women	2013	0.271	0.226	0.327
women	2014	0.291	0.237	0.350
women	2015	0.319	0.270	0.370
women	2016	0.378	0.317	0.440
women	2017	0.355	0.297	0.413
women	2018	0.391	0.339	0.446
women	2019	0.373	0.314	0.435
women	2020	0.427	0.357	0.495
women	2021	0.362	0.316	0.410
women	2022	0.380	0.321	0.442
